Misbard : life-sight
Togark : force
Varkist : eternal
Divaf : ancient-shaper
Bepisf : earth-heart
Rigart : mind
Nelras : mind-sight
Manarl : death-keeper
Relkus : earth
Penal : death-forge
Barkisp : space-heart
Bikul : path-weaver
Gutof : frost-master
Belsim : life-song
Galisk : life-shaper
Magep : moon
Nirars : realm
Vutas : force-sight
Fisvep : realm
Mosev : ancient-walker
Sarpeb : realm
Liskog : fury-weaver
Sarlof : ancient-keeper
Lismag : fire-song
Linop : fire
Sidum : truth-guard
Vumes : sword-forge
Tisgels : iron-bringer
Gelkarz : wind
Vellut : silent-born
Diszeln : frost
Fartug : truth-sight
Potelm : space
Rinef : iron-shaper
Kelfup : star-guard
Kizos : truth-fall
Lardiz : life
Pobelg : soul-fall
Patus : truth
Selzen : force-fall
Sunarz : death
Karpelv : life-forge
Gikof : death-master
Mepat : vision-born
Zepil : sword-heart
Lelnisk : force-fall
Gisdels : blood
Tarkuv : ancient
Bisuk : power
Lonat : vision-blade
Zarseln : shadow-heart
Gabuv : mind
Distas : peak-shaper
Rarbed : sky-keeper
Zagisv : realm-sight
Bisdarv : water
Vusef : time
Bomer : light
Benov : spirit-heart
Livob : spirit
Tifok : soul-bearer
Pefisr : soul-sight
Posist : silent-master
Pisbin : dark
Binef : truth-seeker
Vosark : fire-sight
Nutism : wind-master
Neltep : moon
Larvub : fire
Nelrik : vision-seeker
Fokub : soul-weaver
Parron : stone-bearer
Nelor : fire-rise
Geldef : sky
Bidarn : fury
Tubars : vision
Supoz : earth-guard
Nimos : king
Misvib : shield-master
Pelvark : king
Budof : fury-seeker
Pellem : time-bringer
Borud : realm-forge
Dalup : spirit-walker
Lisav : iron-master
Dekim : bound-song
Lodip : sun
Fidum : star-song
Garbelk : bound-blade
Mosard : mind
Tanul : realm
Nelzisl : time
Sefut : star-seeker
Lerif : water-heart
Famig : king-keeper
Muvot : water-seeker
Parkud : king-forge
Mifob : fury-sight
Maduf : spirit
Pistug : sun
Felvut : vision
Dilem : life-walker
Roged : sword-fall
Lurars : water
Pelfin : fury
Delzup : bound-fall
Sizisl : realm-sight
Lamelt : shield-blade
Narpak : truth-bringer
Karbelm : sun
Karpeg : storm
Sovir : mind
Zelkisr : light-heart
Rarzun : time
Sarton : realm-weaver
Gomur : sword-weaver
Kizom : grace
Darliv : time-master
Fukig : spirit
Bokisp : light-sight
Keltiss : vision-seeker
Zolisp : moon
Beloz : water-keeper
Zanur : ancient-fall
Veltib : grace-master
Madon : storm-guard
Rekuv : king-shaper
Tarriz : sun-song
Selbot : storm-guard
Tarmisb : life
Nuvef : frost
Mifun : time-weaver
Duvon : time-born
Zopelr : force
Felbog : shield-forge
Fisrelt : life
Niselb : realm
Belfism : moon
Belnad : light
Vifarn : king
Fapist : time
Toguv : bound-shaper
Nudarz : life-song
Gunism : peak
Bafem : star
Zigelp : grace-song
Vesib : shield
Fugaz : iron-song
Nomeld : blood-born
Lizog : grace
Giskim : stone-bringer
Sispark : mind
Piskelr : king
Luvim : life
Nafit : frost
Tarlels : power-bearer
Guzem : shield-bearer
Tunard : truth-walker
Kamelp : stone-bearer
Sutok : storm-rise
Nislelz : sun-song
Kelsarn : earth-caller
Vargisd : silent-rise
Nuzim : eternal
Navisl : fury
Tumarb : path-bearer
Netim : fire-master
Lufop : king
Basun : wind
Norum : storm-fall
Fadit : blood
Barselv : queen-bringer
Diszon : wind
Defug : iron
Buselv : eternal-song
Velkaz : water-weaver
Sivef : mind-weaver
Darsik : silent-keeper
Tunof : water
Ditok : path
Feltob : sky-shaper
Sisrem : fury-master
Felden : peak
Gisnol : dark
Tudarm : power
Muzep : sword-rise
Lomard : water-fall
Rifud : queen-shaper
Podarr : wind
Batisr : soul-forge
Pavuf : moon-seeker
Sobum : blood
Vizog : frost
Degat : moon
Tisram : eternal-keeper
Nelbad : time-master
Mafes : star-keeper
Zepelk : light-keeper
Zatarl : time
Pesig : realm
Lobist : force-walker
Marfels : peak
Goliz : iron
Bisdot : time
Delgiv : peak-blade
Tekelz : shadow-fall
Darrelz : dark-weaver
Maruk : path
Darmoz : wind-blade
Vufat : power
Daselp : space
Nisfard : moon-seeker
Fisval : star
Nisrelf : stone
Podisr : bound-song
Voril : iron-bearer
Nistok : space-bringer
Kodelg : frost-guard
Disgut : death
Gelnus : spirit-blade
Zisrid : blood-heart
Lazarp : realm-keeper
Dekom : soul-keeper
Sarzell : force-sight
Pelven : stone-song
Litob : power-seeker
Mepak : blood-blade
Tabism : blood-fall
Larmisn : sky-keeper
Varbisn : spirit-blade
Nismed : stone
Mellag : spirit-rise
Vezad : mind-song
Setelm : light-rise
Narduv : death-blade
Tisvuz : queen-walker
Kemas : space
Rarkelg : stone
Fabelk : life
Lenarv : frost
Belpif : vision-keeper
Dunam : storm-keeper
Rargan : fury-bearer
Barruv : fire
Parner : truth-song
Gileb : grace-guard
Gipuk : light-fall
Fibas : sky-walker
Kunap : queen-blade
Telban : blood
Vorit : force
Kuzisl : dark
Zolib : vision
Darner : force
Demos : sun-weaver
Bisrap : stone
Luselr : stone-walker
Fibarz : queen
Kufeln : star
Patisz : blood
Kelsom : grace
Binisk : blood-sight
Telrib : power-song
Bikef : vision
Sogut : fire-walker
Rudin : force-sight
Nelbart : death-keeper
Gekot : force-rise
Belgof : peak-bringer
Pobez : ancient
Zibisv : silent-bringer
Goduf : soul
Tadarn : grace-guard
Felvul : path
Lepelr : life
Bezok : life-walker
Baved : fury-song
Fesik : space-blade
Selgen : spirit
Zabin : sky
Gekir : light
Pazil : sun-bearer
Geselr : ancient
Nisket : force
Rargup : grace
Lisbag : path-born
Pellun : fire
Viskes : sword-weaver
Gilab : frost
Dumars : storm
Pekard : star-master
Belvol : life-caller
Metin : vision-blade
Geziv : time
Kupif : death-seeker
Melbug : realm-sight
Pofelt : mind
Zufod : path
Lisfed : force
Dovag : shield
Kisgil : mind
Tarelm : force
Darpes : fire
Biszet : sky-rise
Ziruk : path-shaper
Rarsist : power
Kisgelr : time-bearer
Magek : grace-master
Misnarp : earth
Votelk : dark-fall
Tisnas : ancient
Velnars : fury
Lanik : peak-bearer
Matarp : sun-guard
Karlelr : time-keeper
Belgaf : fury-forge
Zarvad : spirit-bringer
Zartek : realm-weaver
Kimisg : star-seeker
Nivarr : bound-forge
Bisvod : king-guard
Gellan : water-bearer
Gamit : earth-rise
Risdam : storm
Tislig : shield
Nisder : power
Tolisf : earth
Vuzelk : frost
Garpif : queen-song
Marrik : moon
Gelduk : frost
Zarmisg : soul-weaver
Sisdeln : soul-heart
Kistip : sun-song
Relmist : shadow
Saloz : king-heart
Gumop : force-bearer
Bitarp : moon-blade
Narvem : earth-walker
Kisag : sword
Barpisd : frost-heart
Zellarv : fire-born
Nelpel : mind
Kevaz : time-bringer
Karzeb : fire
Losaz : earth-keeper
Lodarn : peak-fall
Fuzon : mind-walker
Melbist : sun-blade
Zikos : eternal-blade
Vemisk : sky-keeper
Ruvik : star-keeper
Zebak : sky-born
Bismak : path-blade
Femisb : grace-rise
Rozub : peak-forge
Niskir : shield
Melfisg : bound-guard
Domark : path-shaper
Vefisl : shield
Zelvup : shadow-song
Zirisp : light-shaper
Gipuf : king
Gunem : realm-sight
Vopez : eternal-forge
Kotip : sword-sight
Dubot : spirit-heart
Lopist : path-bringer
Pisvek : death-weaver
Sarkisz : mind-keeper
Zargov : fire-shaper
Gumes : star
Beltarz : water-shaper
Larmelz : wind-shaper
Rugid : truth
Sartag : truth
Nafarv : earth
Zarnisr : water
Rodit : vision
Topir : sun
Relsiv : shadow-blade
Gisriv : wind
Pivon : shadow-weaver
Veltarb : peak
Nazef : path-heart
Zomisl : mind
Lelson : star
Vinap : truth
Figem : life-weaver
Pisbul : earth-born
Foparl : truth
Narsut : fire-forge
Ledelm : realm
Kisarf : iron-walker
Lekod : earth
Fizog : death-weaver
Dabarl : ancient-sight
Selveg : shield-walker
Nuzap : wind-sight
Kisnot : stone
Ronisb : spirit-master
Vuzik : iron
Relmun : moon-weaver
Karsot : fury
Rodelt : storm
Diles : queen-guard
Nistiv : grace
Netap : light-sight
Moteln : storm
Kazelf : iron
Selpok : earth-song
Marrav : earth
Korisf : mind
Litaz : eternal-sight
Karvelz : truth
Tedop : iron-bringer
Noget : spirit
Rulelm : fire
Telzark : dark
Mikiss : fire-weaver
Relnak : fury
Nezom : sword-sight
Bargof : ancient-forge
Tepiss : wind-sight
Fulig : sun-weaver
Nelteg : peak
Garbil : grace-blade
Matul : death-bringer
Laneg : queen-guard
Pefab : space-caller
Bovuk : king
Burisk : peak-walker
Lekab : space-sight
Marpon : truth
Tugarm : bound
Pelvat : sun-guard
Fupob : sword
Tarves : peak
Tapos : wind-bearer
Funez : fire-caller
Fogub : grace-seeker
Vumez : blood-born
Tubam : star
Delsag : eternal-born
Lugim : sky-blade
Fupor : realm-guard
Marsir : iron-forge
Darbof : shadow-forge
Lefuk : time
Vorisk : fury
Bizod : bound-song
Befelt : force-bearer
Fuzelk : star-song
Lemuf : grace
Kisuz : vision-weaver
Gizap : moon
Rotuz : soul-fall
Bamop : storm-walker
Visbos : death
Gebarv : fury-seeker
Temus : frost-rise
Kiron : fury-bringer
Fuselm : force-master
Difom : frost-bringer
Rargell : earth
Darfiz : power-guard
Rulob : path-song
Pelvus : fire-sight
Pevim : earth-fall
Sunik : bound
Kislof : time
Pemarv : peak-shaper
Dozeg : sword-heart
Komid : sun-caller
Pissuk : truth
Nubol : shield
Kerot : shield-walker
Felsem : water
Kuzin : silent
Ruselv : death
Murelz : moon
Rarsab : queen-guard
Vipelr : death-blade
Kafol : light-master
Kozelv : eternal
Gartos : mind-shaper
Bufisg : earth-blade
Regarz : king-bearer
Melvud : vision
Mugob : force-seeker
Liszen : realm-sight
Safelr : bound-bearer
Tigop : fire-walker
Morab : storm
Saboz : stone
Zidelf : path
Mugod : king-keeper
Nelbeg : death-guard
Narfor : truth-master
Rarmes : queen-rise
Velpisb : force-bringer
Delful : path-rise
Zavut : star-born
Belfag : spirit-bringer
Mugal : sword-blade
Nofiss : force-born
Pelgok : death
Lovun : time
Mifod : blood
Zelbisf : light-walker
Duparz : death-blade
Biskiz : peak
Botef : mind-song
Timud : bound
Redelt : queen-keeper
Narzum : ancient-walker
Pagom : vision-bearer
Fudir : blood
Kamarn : frost
Lelnoz : fury-song
Narzog : truth
Modelf : blood
Disgom : frost
Tarman : time-fall
Kiszem : shadow
Sispef : king
Risved : storm
Pelnisb : soul-rise
Dargelm : queen-bearer
Puzer : earth
Duter : frost-forge
Zeltol : peak
Vonisf : star
Kobeg : space
Bisvelf : shadow-caller
Rarsol : eternal-shaper
Lifem : water-blade
Peldist : sun
Todarz : grace-sight
Fugik : frost-fall
Galuf : stone-bringer
Vitud : sky
Dismelk : queen
Zesad : ancient
Telok : ancient
Tispud : mind-forge
Bularf : dark-born
Geruk : eternal-shaper
Topeg : ancient-bringer
Pisvok : death-forge
Tisleld : power
Darsak : water
Pomark : vision-walker
Marnat : space
Varzelg : frost-born
Visden : star-forge
Relnif : time-guard
Nifok : time
Kivum : power-born
Tarmur : force
Mardof : mind-fall
Delzarp : fire-seeker
Targelm : dark
Nisted : time-walker
Karzisn : iron-fall
Ragok : life
Moparb : space-shaper
Kelpisd : realm
Poselt : peak-bringer
Mifeg : wind-heart
Vibark : fire
Mogaf : death-keeper
Kapisd : spirit
Nibisp : frost
Pelmez : soul
Bimad : wind-keeper
Lemaf : force-seeker
Vafart : realm-weaver
Pibeg : life-fall
Konal : wind-fall
Selkarz : realm
Munog : eternal-rise
Nezarl : sun
Zaselt : moon
Rargisf : wind-guard
Lidek : storm-master
Gunof : shield-weaver
Kulelb : life-forge
Tarbof : sword-bearer
Bevap : fury-born
Karnor : eternal-master
Lisfub : wind-seeker
Mardeln : light-seeker
Paselz : bound-fall
Detak : sun-forge
Nisdef : spirit-bearer
Tigism : fury-forge
Veliss : soul
Sartad : sun
Zulir : iron-song
Zotarp : mind
Fusob : path-keeper
Mupab : sword-blade
Desof : star
Fezisg : vision
Pazin : dark-weaver
Gutarn : sword-shaper
Visdom : path-rise
Lisbas : silent-rise
Reltul : power
Larseln : fire-weaver
Bekisl : shadow-sight
Dilisf : star-forge
Lemun : realm-shaper
Tedun : queen
Bopell : stone
Zarselg : light-master
Visnef : space-rise
Fissak : sun-weaver
Pivur : soul
Melsop : space
Miszard : ancient-forge
Tukiv : mind
Pisvun : queen-seeker
Nabisk : star
Delmaz : moon-heart
Nitug : silent-weaver
Museld : truth
Divep : bound
Remav : fire
Kizuf : soul-bearer
Belif : bound-guard
Doraf : light-weaver
Bezam : peak
Larvat : soul-born
Gisnir : shadow-fall
Darnub : path-guard
Kagelv : space-shaper
Rargisd : iron-sight
Fetels : stone-rise
Melkarp : grace-heart
Sabark : vision
Miszef : sky-song
Durars : earth
Fotarv : wind
Zarkelr : stone-heart
Disgarr : fire
Dargas : sky
Letap : time-master
Fargin : earth-shaper
Bisfop : bound
Zekarg : dark
Tagib : vision
Metif : moon
Ruvarp : light-master
Belism : earth
Tarlin : bound-bringer
Zelmer : frost-walker
Tazeb : wind
Togas : force-keeper
Gubelr : bound
Fisbir : bound
Rumed : silent-seeker
Sarvek : mind-blade
Zubarv : fire-master
Fimak : wind-fall
Zelvism : water-bearer
Birug : star-fall
Tisarm : spirit
Telnarg : fury-sight
Dizev : life
Latisn : queen
Pavark : silent
Gotid : water
Rarsof : shield-rise
Rimak : truth
Nistap : storm-walker
Vardim : power-walker
Zismeb : light
Kosug : sword
Mavor : truth-rise
Fadeb : iron
Kaves : bound-bringer
Beselk : wind-weaver
Rimeln : force-walker
Beldisn : shadow
Poves : spirit-caller
Seldir : life-bearer
Demisn : dark-seeker
Nisril : earth-forge
Sulam : water-born
Luvof : queen
Visfal : iron-rise
Farmop : bound-caller
Vegark : peak-rise
Fusez : ancient-weaver
Relfet : realm-forge
Reldoz : shield-weaver
Larkom : sky-bringer
Narlad : space-caller
Bagid : star-bringer
Mobak : star-shaper
Visrom : mind
Farkav : king-bringer
Mupet : sun
Dugelp : queen-bearer
Zisnak : power-walker
Gufelp : wind-shaper
Kigelp : time-song
Risbik : sword-keeper
Fogism : peak-born
Fuzarr : ancient-seeker
Barsef : shadow
Belzisv : mind
Rapev : ancient-rise
Tupelv : life-sight
Lubisv : shadow-walker
Listars : spirit-blade
Pazem : water
Mulag : ancient
Miszuv : shadow
Sorarn : frost-seeker
Morels : stone-guard
Gelir : king-bringer
Velsat : shadow
Saguf : blood
Siguz : soul
Nepist : king-sight
Perot : power-rise
Lisvarn : soul
Kunom : force
Bezuf : water
Rasisg : force
Zubam : iron
Vogart : king-blade
Matisf : sun-seeker
Vumab : king
Reltem : light-bearer
Zobisd : light-sight
Tuked : stone
Pelbon : eternal
Linep : death-seeker
Modisl : fire-bringer
Bonas : fury
Niget : frost-bringer
Dotiz : silent-master
Nifam : light-sight
Darnef : blood-seeker
Siskard : dark
Somen : vision-rise
Zarelb : vision
Lisnels : queen-song
Sifisl : iron-forge
Fanism : soul
Zilat : grace
Tinarg : realm
Teziv : moon-blade
Ralarm : sky
Kelvaz : sky
Ristiz : spirit-caller
Tufam : fire
Felmat : sun-guard
Peton : fury-keeper
Gazod : power-bringer
Velsisz : frost-sight
Zavim : mind-fall
Sopet : sword-rise
Giszer : sky-fall
Vezelp : ancient
Tozelf : blood
Lartem : fire
Zukisb : dark
Toril : iron-walker
Barul : sky-bearer
Ruself : earth-guard
Selip : ancient
Fokelr : shadow
Pelzek : frost
Gislam : shield-sight
Veldog : moon-shaper
Lariz : blood
Sukag : storm
Retul : peak-fall
Kumarl : shadow-born
Zisgob : shield
Volen : wind-seeker
Rarkom : frost
Dartog : dark-song
Dismev : fury
Mifab : wind-guard
Likisv : queen-guard
Dopisz : soul-fall
Numov : force
Rarpelt : sword
Bakur : realm-blade
Pisub : king-seeker
Mistez : king-master
Dulav : shield-caller
Renarf : water-bearer
Ziskeln : death-blade
Dukelm : stone
Zotus : power
Lisdut : bound-walker
Kisrib : force-bringer
Taveb : truth-heart
Kuras : blood
Redeln : frost
Zobarg : stone-guard
Nikisp : moon
Marbod : earth-bearer
Rezim : fire-blade
Dupom : time
Venars : star
Turarl : moon-heart
Pisisn : spirit-bearer
Nisgov : king
Telbes : death
Rardisb : stone
Lisruv : grace
Kismob : eternal-heart
Mozarn : sky-bringer
Nuver : star
Zelpisb : spirit
Luniss : queen-guard
Darep : iron-sight
Dakelb : time-keeper
Gisfab : bound
Nelked : king-song
Gistis : silent-keeper
Zispelf : frost
Larmop : queen-blade
Nazum : bound-born
Farkut : silent-fall
Lidap : queen
Garrus : queen
Darsuv : vision-blade
Mebik : power-rise
Misbart : death
Mizelb : sword
Kazop : space
Nellip : spirit
Bisnes : blood-blade
Kemos : sword
Sukarf : frost
Relvisz : vision
Sudelv : path-fall
Zisnart : fire-blade
Zisbon : ancient
Sukin : truth
Kodisv : peak
Tibelg : fury-master
Tisseb : life
Pileg : realm
Movad : grace-keeper
Karfen : death-born
Fisvub : sky
Mefin : storm-heart
Ludon : queen
Varsism : peak
Felvez : path
Romuv : space
Zismiv : water-keeper
Felkiz : death-sight
Zugaf : sun-song
Pogisf : spirit-born
Zisfat : water-born
Nelvart : wind
Talog : peak-blade
Siden : earth-seeker
Gudisk : star-guard
Kartuv : soul
Karvof : life-fall
Sidag : peak-shaper
Dukam : death-fall
Karbov : power
Sisnark : wind
Bisgup : dark-blade
Toveld : life-blade
Garfisv : space-walker
Molisp : sky-song
Sagik : force-forge
Tagem : king-song
Malod : king
Posard : grace-bringer
Fimisd : moon-heart
Zilub : fury-shaper
Tarreld : vision
Sonet : soul
Ketisf : shadow-bringer
Ritez : ancient-weaver
Bissarz : shield-song
Gisvam : vision
Tipelf : queen
Gispes : queen-rise
Pelfor : sword
Vulars : blood-weaver
Farisz : blood
Migos : shield-bringer
Nisrut : shadow
Darrut : truth-caller
Merat : peak-fall
Zelfist : silent-walker
Selmed : force-master
Garnelf : power-heart
Duzem : peak
Kemars : silent-caller
Delog : dark
Bissav : ancient-sight
Zilelp : frost
Nekol : water-blade
Norep : life
Pubelt : queen-seeker
Garfen : mind-fall
Zelbisp : stone-seeker
Delruv : sword-bearer
Risgim : king-master
Tisgil : fury
Velag : queen
Difet : truth-caller
Gismoz : soul-song
Tagur : soul-bringer
Miskib : sun-sight
Selnuz : path-fall
Lelvarr : queen-caller
Zefim : shadow
Tarned : silent
Nulisp : wind-caller
Nisvarm : vision
Loduv : truth-weaver
Duzarn : shadow-guard
Karrisd : stone
Distarr : shield-fall
Tosav : mind
Kissan : space
Fisboz : water
Vamub : blood-weaver
Vebat : path
Ladiz : time
Davelg : shield-master
Samev : shadow
Narsal : spirit-born
Lunab : mind-master
Vusab : soul-rise
Bekoz : iron-keeper
Sozisv : earth
Lebin : queen-rise
Mipus : power-walker
Margod : eternal-forge
Mufan : sun-seeker
Luzep : wind
Sobek : space
Rogelk : mind-born
Zufeln : time-rise
Lorep : space-fall
Pelnid : time
Visrarz : fury-weaver
Vezan : king-heart
Dunisg : shadow-song
Zarkof : shadow-caller
Romig : silent-born
Tesarm : frost
Zokels : earth-blade
Beltul : earth-master
Lelnod : vision-shaper
Mezisd : frost-born
Melpef : queen
Nabut : time
Visrelb : sun-song
Kisriv : water
Nelted : power-born
Dotav : iron-heart
Pizars : silent
Suvif : eternal
Pinarz : vision-song
Buvig : bound-fall
Funit : iron-blade
Navart : path
Pikars : bound-keeper
Barnisv : power
Pismut : soul-song
Sapisk : king-bearer
Zerist : spirit
Punat : force-master
Sokiv : force-heart
Nofub : grace
Bomit : stone
Kadom : space-guard
Datim : spirit-song
Visbelp : sword
Digisz : water
Narsap : time
Tazelg : peak
Gisbut : power
Satug : dark
Tuvark : grace
Simisl : time
Vimob : dark
Tarvas : light
Lardelg : bound-bearer
Nartels : time-song
Dufist : fury
Sisvelm : bound-bearer
Visget : moon-master
Dobelk : fury-forge
Buriz : grace-weaver
Renap : mind
Pebur : life-born
Dimarb : peak
Darrelt : life
Varpiss : soul-walker
Tebisp : dark
Rodam : light
Tisrelk : bound-shaper
Bamisg : moon-guard
Fesul : bound-bringer
Tezof : spirit
Laves : stone-walker
Gisvop : bound-blade
Vispag : iron
Ginels : dark
Piseb : silent-caller
Rarpelb : grace-sight
Demisz : water-guard
Lisbarz : star
Baziss : frost-weaver
Bargol : path-blade
Nispas : truth-heart
Pisgelv : storm
Zodarn : peak
Vismelp : king-song
Nolarg : peak
Sarnot : power-seeker
Burisg : water
Nozelv : bound
Zisleln : queen-keeper
Kupeb : eternal-forge
Tavom : shield
Telgas : shadow
Tasarg : realm-heart
Tiskels : storm-heart
Pabot : soul
Damil : king-rise
Lokarr : light
Divarz : frost-weaver
Regarn : fire
Reltep : force-walker
Marsuf : dark-bringer
Zaniss : dark-sight
Nomarv : silent
Nevelf : soul
Merit : star-weaver
Melpib : time
Safoz : king-born
Bisvet : bound
Bukir : bound-caller
Gatels : life
Bofarr : frost-shaper
Sumarg : spirit-guard
Mafup : star-blade
Lanot : dark
Metelp : soul-sight
Vistem : grace-weaver
Gelbor : spirit
Fonez : force
Piszelm : king-keeper
Parlef : life-keeper
Disbuf : moon-shaper
Karrism : queen-forge
Varfisb : space
Larpud : earth
Parfisn : shield-sight
Sikarb : storm-blade
Rumaz : moon-caller
Kazart : frost
Rarkag : fire-weaver
Delfarr : moon
Berars : blood
Kelraz : sky-rise
Puler : water
Tisvaz : queen-born
Lumeg : life-bringer
Keldarz : soul
Liszap : path
Bimug : peak
Nafov : spirit-keeper
Bivist : space-blade
Limak : water-bringer
Gebut : space
Belsed : eternal
Nitelg : space-song
Zofab : wind-master
Pigul : earth
Margur : vision-born
Gelsuv : peak-caller
Labuz : sky-born
Nismelv : vision-fall
Sodat : fire
Repisg : eternal-blade
Benas : moon
Tibug : truth
Tislug : storm
Kugof : time-caller
Larnib : mind
Tokim : shadow-caller
Venir : ancient
Kasov : wind-forge
Velzeg : shield-born
Ridas : stone-sight
Nozisv : bound-bringer
Puvoz : wind-song
Dugarz : grace-bearer
Sistarz : force-bringer
Tarbisk : sun-bearer
Zobelv : iron
Zetisf : iron-seeker
Seldek : sun
Firek : dark-shaper
Dissal : bound-seeker
Velbal : mind-born
Gellap : king-caller
Pubist : shadow-heart
Zisgaf : wind
Gisarn : wind-song
Zarmif : light
Karber : soul-caller
Gelnod : wind-heart
Vitism : queen
Sukarv : grace-guard
Bismuk : fury-born
Nadisv : dark-fall
Lisbav : king-keeper
Garruk : sword
Miszod : sun-blade
Nikus : sword-keeper
Torars : mind
Lelmon : ancient-sight
Nugist : dark-weaver
Marred : iron-forge
Piber : storm-born
Vezam : bound-walker
Rismus : truth
Dorarm : dark
Dabism : moon-caller
Gomars : star-forge
Nislot : shadow
Basep : sky-bringer
Dupag : spirit-song
Kavuf : shield
Paler : path
Farvom : moon-forge
Piszur : life-born
Gismarr : fury-guard
Selmisk : soul
Pomul : water-caller
Zelbik : soul-bearer
Darfep : shield-fall
Zisnul : iron-bearer
Vikan : ancient
Pevot : death-weaver
Fisked : power-fall
Bizart : spirit-walker
Kelnat : grace
Modus : storm
Bekat : dark-bringer
Vefon : king-keeper
Samof : earth-blade
Nalok : eternal-bearer
Riszelg : power-forge
Fosisg : death-caller
Rubid : power-keeper
Durelk : life-walker
Nifisb : fire-forge
Sakol : water-sight
Zolap : star-seeker
Veput : bound-heart
Velsaz : soul-bearer
Narsav : path
Diskan : space-bearer
Kegarl : moon-shaper
Gupin : mind
Losisp : star-shaper
Zekop : grace-song
Parbuv : wind
Busoz : death-fall
Rellek : stone-forge
Bukiz : life-blade
Marvez : king-born
Lodarz : blood-walker
Visdig : star-seeker
Nazuv : ancient-heart
Mitef : realm
Sartuz : eternal-walker
Feltisv : stone-master
Notup : fire-song
Mitisr : path-born
Barteld : earth-fall
Mellud : dark-seeker
Luref : frost
Keldarm : life-forge
Lokelz : eternal
Vitog : sword-master
Zellaf : blood
Parvit : path
Neltez : blood-caller
Barfun : bound-bearer
Sisgeln : ancient
Felrev : force-seeker
Lissum : queen-seeker
Nagev : eternal-song
Bizup : truth-bringer
Koselt : storm-heart
Dekob : space
Zistem : truth-guard
Mefarn : fury
Donug : shadow-sight
Gusem : earth-bearer
Nezell : realm-sight
Zilisp : eternal
Garsez : vision-seeker
Nezelp : fire
Feldism : grace-bringer
Zosab : fury-guard
Gaziv : king
Sarfaz : storm-forge
Kelvel : fire
Vafism : dark-walker
Baguf : life-blade
Gosak : dark
Kavell : blood-bearer
Pabin : stone-bearer
Tigom : dark-song
Rugisf : fire
Tifisd : force
Sarkif : star
Vobaz : ancient-bringer
Zodat : space
Vulit : mind
Nispol : ancient
Gumart : moon
Delpisn : peak
Misder : bound
Narisg : spirit-seeker
Zelvug : soul-rise
Sivelr : earth-guard
Gelzer : light-heart
Laselz : soul
Dargib : shield
Rutem : silent-master
Fabiss : iron-sight
Melgat : star
Sakit : iron
Varban : vision-shaper
Posarm : dark
Pismor : shadow-seeker
Telarv : earth-walker
Larep : peak-walker
Zisnep : mind-weaver
Sadelk : mind-weaver
Gelkan : truth-song
Kiston : wind-sight
Regud : eternal-guard
Vekiss : fury
Kartip : light
Nilisb : bound-keeper
Varkas : dark-shaper
Relbel : ancient-fall
Nelret : realm-caller
Nisgeld : stone
Selgarr : sun
Lavard : bound-blade
Maluk : blood-keeper
Tarisl : bound
Nidag : force-song
Sufin : spirit-bringer
Karmelz : silent-bringer
Lasarm : stone
Zislir : fire-master
Vubog : ancient
Fevisr : queen
Dozels : path
