--- VANDOR'S BATCH 20 ---
00047. Intlenar -> Intl (Shift 15)
00048. Threteningenar -> Threatening (Shift 15)
00049. Spokesmanenar -> Spokesman (Shift 15)
00050. Zoloftenar -> Zoloft (Shift 15)
00051. Activistsenar -> Activists (Shift 15)
00052. Frankfurtenar -> Frankfurt (Shift 15)
00053. Prisonerenar -> Prisoner (Shift 15)
00054. Dasyenar -> Daisy (Shift 15)
00055. Halifaxenar -> Halifax (Shift 15)
00056. Encoragesenar -> Encourages (Shift 15)
00057. Ultramenar -> Ultram (Shift 15)
00058. Cursorenar -> Cursor (Shift 15)
00059. Assembledenar -> Assembled (Shift 15)
00060. Erliestenar -> Earliest (Shift 15)
00061. Donatedenar -> Donated (Shift 15)
00062. Stuffedenar -> Stuffed (Shift 15)
00063. Restructuringenar -> Restructuring (Shift 15)
00064. Insectsenar -> Insects (Shift 15)
00065. Terminalsenar -> Terminals (Shift 15)
00066. Crudenar -> Crude (Shift 15)
00067. Morrisonenar -> Morrison (Shift 15)
00068. Madenenar -> Maiden (Shift 15)
00069. Simulationsenar -> Simulations (Shift 15)
00070. Sufficientlyenar -> Sufficiently (Shift 15)
00071. Examinesenar -> Examines (Shift 15)
00072. Vikingenar -> Viking (Shift 15)
00073. Myrtlenar -> Myrtle (Shift 15)
00074. Boredenar -> Bored (Shift 15)
00075. Clenupenar -> Cleanup (Shift 15)
00076. Yarnenar -> Yarn (Shift 15)
00077. Knitenar -> Knit (Shift 15)
00078. Conditionalenar -> Conditional (Shift 15)
00079. Mugenar -> Mug (Shift 15)
00080. Crosswordenar -> Crossword (Shift 15)
00081. Botherenar -> Bother (Shift 15)
00082. Budapestenar -> Budapest (Shift 15)
00083. Conceptualenar -> Conceptual (Shift 15)
00084. Knittingenar -> Knitting (Shift 15)
00085. Attackedenar -> Attacked (Shift 15)
00086. Bhutanenar -> Bhutan (Shift 15)
00087. Liechtensteinenar -> Liechtenstein (Shift 15)
00088. Matingenar -> Mating (Shift 15)
00089. Computenar -> Compute (Shift 15)
00090. Redhedenar -> Redhead (Shift 15)
00091. Arrivesenar -> Arrives (Shift 15)
00092. Translatorenar -> Translator (Shift 15)
00093. Automobilesenar -> Automobiles (Shift 15)
00094. Tractorenar -> Tractor (Shift 15)
00095. Allahenar -> Allah (Shift 15)
00096. Continentenar -> Continent (Shift 15)
00097. Unwrapenar -> Unwrap (Shift 15)
00098. Faresenar -> Fares (Shift 15)
00099. Longitudenar -> Longitude (Shift 15)
00100. Resistenar -> Resist (Shift 15)
00101. Challengedenar -> Challenged (Shift 15)
00102. Telechargerenar -> Telecharger (Shift 15)
00103. Hopedenar -> Hoped (Shift 15)
00104. Pikenar -> Pike (Shift 15)
00105. Saferenar -> Safer (Shift 15)
00106. Insertionenar -> Insertion (Shift 15)
00107. Instrumentationenar -> Instrumentation (Shift 15)
00108. Idsenar -> Ids (Shift 15)
00109. Hugoenar -> Hugo (Shift 15)
00110. Wagnerenar -> Wagner (Shift 15)
00111. Constrantenar -> Constraint (Shift 15)
00112. Grondwaterenar -> Groundwater (Shift 15)
00113. Tochedenar -> Touched (Shift 15)
00114. Strengtheningenar -> Strengthening (Shift 15)
00115. Colognenar -> Cologne (Shift 15)
00116. Gzipenar -> Gzip (Shift 15)
00117. Wishingenar -> Wishing (Shift 15)
00118. Rangerenar -> Ranger (Shift 15)
00119. Smallestenar -> Smallest (Shift 15)
00120. Insulationenar -> Insulation (Shift 15)
00121. Newmanenar -> Newman (Shift 15)
00122. Marshenar -> Marsh (Shift 15)
00123. Rickyenar -> Ricky (Shift 15)
00124. Ctrlenar -> Ctrl (Shift 15)
00125. Scaredenar -> Scared (Shift 15)
00126. Thetaenar -> Theta (Shift 15)
00127. Infringementenar -> Infringement (Shift 15)
00128. Bentenar -> Bent (Shift 15)
00129. Laosenar -> Laos (Shift 15)
00130. Subjectivenar -> Subjective (Shift 15)
00131. Monstersenar -> Monsters (Shift 15)
00132. Asylumenar -> Asylum (Shift 15)
00133. Lightboxenar -> Lightbox (Shift 15)
00134. Robbienar -> Robbie (Shift 15)
00135. Stakenar -> Stake (Shift 15)
00136. Cocktalenar -> Cocktail (Shift 15)
00137. Otletsenar -> Outlets (Shift 15)
00138. Swazilandenar -> Swaziland (Shift 15)
00139. Varietiesenar -> Varieties (Shift 15)
00140. Arborenar -> Arbor (Shift 15)
00141. Mediawikienar -> Mediawiki (Shift 15)
00142. Configurationsenar -> Configurations (Shift 15)
00143. Poisonenar -> Poison (Shift 15)
00144. Theosar -> The (Shift 16)
00145. Andosar -> And (Shift 16)
00146. Thatosar -> That (Shift 16)
00147. Thesar -> This (Shift 16)
00148. Wethaar -> With (Shift 16)
00149. Yauar -> You (Shift 16)
00150. Areosar -> Are (Shift 16)
00151. Yauraar -> Your (Shift 16)
00152. Allosar -> All (Shift 16)
00153. Haveosar -> Have (Shift 16)
00154. Newosar -> New (Shift 16)
00155. Marear -> More (Shift 16)
00156. Wasosar -> Was (Shift 16)
00157. Hamear -> Home (Shift 16)
00158. Canosar -> Can (Shift 16)
00159. Abautaar -> About (Shift 16)
00160. Pageosar -> Page (Shift 16)
00161. Hasosar -> Has (Shift 16)
00162. Searchosar -> Search (Shift 16)
00163. Freeosar -> Free (Shift 16)
00164. Butosar -> But (Shift 16)
00165. Auraar -> Our (Shift 16)
00166. Anear -> One (Shift 16)
00167. Atheraar -> Other (Shift 16)
00168. Enfarmateanar -> Information (Shift 16)
00169. Temear -> Time (Shift 16)
00170. Theyosar -> They (Shift 16)
00171. Setear -> Site (Shift 16)
00172. Mayosar -> May (Shift 16)
00173. Whatosar -> What (Shift 16)
00174. Whechaar -> Which (Shift 16)
00175. Theeraar -> Their (Shift 16)
00176. Newsosar -> News (Shift 16)
00177. Autaar -> Out (Shift 16)
00178. Useosar -> Use (Shift 16)
00179. Anyosar -> Any (Shift 16)
00180. Thereosar -> There (Shift 16)
00181. Seeosar -> See (Shift 16)
00182. Anlyaar -> Only (Shift 16)
00183. Hesar -> His (Shift 16)
00184. Whenosar -> When (Shift 16)
00185. Cantactaar -> Contact (Shift 16)
00186. Hereosar -> Here (Shift 16)
00187. Busenessar -> Business (Shift 16)
00188. Whaar -> Who (Shift 16)
00189. Webosar -> Web (Shift 16)
00190. Alsaar -> Also (Shift 16)
00191. Nawaar -> Now (Shift 16)
00192. Helposar -> Help (Shift 16)
00193. Getosar -> Get (Shift 16)
00194. Veewaar -> View (Shift 16)
00195. Anlenear -> Online (Shift 16)
00196. Ferstaar -> First (Shift 16)
00197. Beenosar -> Been (Shift 16)
00198. Wauldaar -> Would (Shift 16)
00199. Hawaar -> How (Shift 16)
00200. Wereosar -> Were (Shift 16)
00201. Servecesar -> Services (Shift 16)
00202. Samear -> Some (Shift 16)
00203. Theseosar -> These (Shift 16)
00204. Cleckaar -> Click (Shift 16)
00205. Etsar -> Its (Shift 16)
00206. Lekear -> Like (Shift 16)
00207. Servecear -> Service (Shift 16)
00208. Thanosar -> Than (Shift 16)
00209. Fendaar -> Find (Shift 16)
00210. Precear -> Price (Shift 16)
00211. Dateosar -> Date (Shift 16)
00212. Backosar -> Back (Shift 16)
00213. Peaplear -> People (Shift 16)
00214. Hadosar -> Had (Shift 16)
00215. Lestaar -> List (Shift 16)
00216. Nameosar -> Name (Shift 16)
00217. Justosar -> Just (Shift 16)
00218. Averaar -> Over (Shift 16)
00219. Stateosar -> State (Shift 16)
00220. Yearosar -> Year (Shift 16)
00221. Dayosar -> Day (Shift 16)
00222. Emaelaar -> Email (Shift 16)
00223. Twaar -> Two (Shift 16)
00224. Healthosar -> Health (Shift 16)
00225. Warldaar -> World (Shift 16)
00226. Nextosar -> Next (Shift 16)
00227. Usedosar -> Used (Shift 16)
00228. Warkaar -> Work (Shift 16)
00229. Lastosar -> Last (Shift 16)
00230. Mastaar -> Most (Shift 16)
00231. Praductsar -> Products (Shift 16)
00232. Musecaar -> Music (Shift 16)
00233. Buyosar -> Buy (Shift 16)
00234. Dataosar -> Data (Shift 16)
00235. Makeosar -> Make (Shift 16)
00236. Themosar -> Them (Shift 16)
00237. Shauldaar -> Should (Shift 16)
00238. Praductaar -> Product (Shift 16)
00239. Systemosar -> System (Shift 16)
00240. Herosar -> Her (Shift 16)
00241. Cetyaar -> City (Shift 16)
00242. Addosar -> Add (Shift 16)
00243. Palecyaar -> Policy (Shift 16)
00244. Numberosar -> Number (Shift 16)
00245. Suchosar -> Such (Shift 16)
00246. Pleaseosar -> Please (Shift 16)
00247. Avaelablear -> Available (Shift 16)
00248. Capyreghtaar -> Copyright (Shift 16)
00249. Suppartaar -> Support (Shift 16)
00250. Messageosar -> Message (Shift 16)
00251. Afterosar -> After (Shift 16)
00252. Bestosar -> Best (Shift 16)
00253. Saftwarear -> Software (Shift 16)
00254. Thenosar -> Then (Shift 16)
00255. Janosar -> Jan (Shift 16)
00256. Gaadaar -> Good (Shift 16)
00257. Vedeaar -> Video (Shift 16)
00258. Wellosar -> Well (Shift 16)
00259. Whereosar -> Where (Shift 16)
00260. Enfaar -> Info (Shift 16)
00261. Reghtsar -> Rights (Shift 16)
00262. Publecaar -> Public (Shift 16)
00263. Baaksar -> Books (Shift 16)
00264. Heghaar -> High (Shift 16)
00265. Schaalaar -> School (Shift 16)
00266. Thraughaar -> Through (Shift 16)
00267. Eachosar -> Each (Shift 16)
00268. Lenksar -> Links (Shift 16)
00269. Sheosar -> She (Shift 16)
00270. Reveewaar -> Review (Shift 16)
00271. Yearsosar -> Years (Shift 16)
00272. Arderaar -> Order (Shift 16)
00273. Veryosar -> Very (Shift 16)
00274. Prevacyaar -> Privacy (Shift 16)
00275. Baakaar -> Book (Shift 16)
00276. Etemsar -> Items (Shift 16)
00277. Campanyaar -> Company (Shift 16)
00278. Readosar -> Read (Shift 16)
00279. Graupaar -> Group (Shift 16)
00280. Needosar -> Need (Shift 16)
00281. Manyosar -> Many (Shift 16)
00282. Userosar -> User (Shift 16)
00283. Saedaar -> Said (Shift 16)
00284. Daesar -> Does (Shift 16)
00285. Setosar -> Set (Shift 16)
00286. Underosar -> Under (Shift 16)
00287. Generalosar -> General (Shift 16)
00288. Researchosar -> Research (Shift 16)
00289. Uneversetyaar -> University (Shift 16)
00290. Januaryosar -> January (Shift 16)
00291. Maelaar -> Mail (Shift 16)
00292. Fullosar -> Full (Shift 16)
00293. Maposar -> Map (Shift 16)
00294. Reveewsar -> Reviews (Shift 16)
00295. Pragramaar -> Program (Shift 16)
00296. Lefear -> Life (Shift 16)
00297. Knawaar -> Know (Shift 16)
00298. Gamesosar -> Games (Shift 16)
00299. Wayosar -> Way (Shift 16)
00300. Daysosar -> Days (Shift 16)
00301. Managementosar -> Management (Shift 16)
00302. Partosar -> Part (Shift 16)
00303. Cauldaar -> Could (Shift 16)
00304. Greatosar -> Great (Shift 16)
00305. Unetedaar -> United (Shift 16)
00306. Hatelaar -> Hotel (Shift 16)
00307. Realosar -> Real (Shift 16)
00308. Etemaar -> Item (Shift 16)
00309. Enternateanalaar -> International (Shift 16)
00310. Centerosar -> Center (Shift 16)
00311. Ebayosar -> Ebay (Shift 16)
00312. Mustosar -> Must (Shift 16)
00313. Starear -> Store (Shift 16)
00314. Travelosar -> Travel (Shift 16)
00315. Cammentsar -> Comments (Shift 16)
00316. Madeosar -> Made (Shift 16)
00317. Develapmentaar -> Development (Shift 16)
00318. Repartaar -> Report (Shift 16)
00319. Affaar -> Off (Shift 16)
00320. Memberosar -> Member (Shift 16)
00321. Detaelsar -> Details (Shift 16)
00322. Lenear -> Line (Shift 16)
00323. Termsosar -> Terms (Shift 16)
00324. Befarear -> Before (Shift 16)
00325. Hatelsar -> Hotels (Shift 16)
00326. Dedaar -> Did (Shift 16)
00327. Sendosar -> Send (Shift 16)
00328. Reghtaar -> Right (Shift 16)
00329. Typeosar -> Type (Shift 16)
00330. Becauseosar -> Because (Shift 16)
00331. Lacalaar -> Local (Shift 16)
00332. Thasear -> Those (Shift 16)
00333. Usengaar -> Using (Shift 16)
00334. Resultsosar -> Results (Shift 16)
00335. Affecear -> Office (Shift 16)
00336. Educateanar -> Education (Shift 16)
00337. Nateanalaar -> National (Shift 16)
00338. Carosar -> Car (Shift 16)
00339. Desegnar -> Design (Shift 16)
00340. Takeosar -> Take (Shift 16)
00341. Pastedaar -> Posted (Shift 16)
00342. Enternetaar -> Internet (Shift 16)
00343. Addressosar -> Address (Shift 16)
00344. Cammunetyaar -> Community (Shift 16)
00345. Wethenar -> Within (Shift 16)
00346. Statesosar -> States (Shift 16)
00347. Areaosar -> Area (Shift 16)
00348. Wantosar -> Want (Shift 16)
00349. Phanear -> Phone (Shift 16)
00350. Dvdosar -> Dvd (Shift 16)
00351. Sheppengaar -> Shipping (Shift 16)
00352. Reservedosar -> Reserved (Shift 16)
00353. Subjectosar -> Subject (Shift 16)
00354. Betweenosar -> Between (Shift 16)
00355. Farumaar -> Forum (Shift 16)
00356. Famelyaar -> Family (Shift 16)
00357. Basedosar -> Based (Shift 16)
00358. Cadear -> Code (Shift 16)
00359. Evenosar -> Even (Shift 16)
00360. Blackosar -> Black (Shift 16)
00361. Checkosar -> Check (Shift 16)
00362. Specealaar -> Special (Shift 16)
00363. Precesar -> Prices (Shift 16)
00364. Websetear -> Website (Shift 16)
00365. Endexaar -> Index (Shift 16)
00366. Beengaar -> Being (Shift 16)
00367. Wamenar -> Women (Shift 16)
00368. Muchosar -> Much (Shift 16)
00369. Segnar -> Sign (Shift 16)
00370. Felear -> File (Shift 16)
00371. Lenkaar -> Link (Shift 16)
00372. Apenar -> Open (Shift 16)
00373. Tadayaar -> Today (Shift 16)
00374. Technalagyaar -> Technology (Shift 16)
00375. Sauthaar -> South (Shift 16)
00376. Caseosar -> Case (Shift 16)
00377. Prajectaar -> Project (Shift 16)
00378. Sameosar -> Same (Shift 16)
00379. Pagesosar -> Pages (Shift 16)
00380. Verseanar -> Version (Shift 16)
00381. Secteanar -> Section (Shift 16)
00382. Awnar -> Own (Shift 16)
00383. Faundaar -> Found (Shift 16)
00384. Spartsar -> Sports (Shift 16)
00385. Hausear -> House (Shift 16)
00386. Relatedosar -> Related (Shift 16)
00387. Securetyaar -> Security (Shift 16)
00388. Cauntyaar -> County (Shift 16)
00389. Amerecanar -> American (Shift 16)
00390. Phataar -> Photo (Shift 16)
00391. Gameosar -> Game (Shift 16)
00392. Membersosar -> Members (Shift 16)
00393. Paweraar -> Power (Shift 16)
00394. Whelear -> While (Shift 16)
00395. Careosar -> Care (Shift 16)
00396. Netwarkaar -> Network (Shift 16)
00397. Dawnar -> Down (Shift 16)
00398. Camputeraar -> Computer (Shift 16)
00399. Systemsosar -> Systems (Shift 16)
00400. Threeosar -> Three (Shift 16)
00401. Tatalaar -> Total (Shift 16)
00402. Placeosar -> Place (Shift 16)
00403. Endosar -> End (Shift 16)
00404. Fallawengaar -> Following (Shift 16)
00405. Dawnlaadaar -> Download (Shift 16)
00406. Hemaar -> Him (Shift 16)
00407. Wethautaar -> Without (Shift 16)
00408. Perosar -> Per (Shift 16)
00409. Accessosar -> Access (Shift 16)
00410. Thenkaar -> Think (Shift 16)
00411. Narthaar -> North (Shift 16)
00412. Resaurcesar -> Resources (Shift 16)
00413. Currentosar -> Current (Shift 16)
00414. Pastsar -> Posts (Shift 16)
00415. Begaar -> Big (Shift 16)
00416. Medeaar -> Media (Shift 16)
00417. Lawosar -> Law (Shift 16)
00418. Cantralaar -> Control (Shift 16)
00419. Waterosar -> Water (Shift 16)
00420. Hestaryaar -> History (Shift 16)
00421. Pecturesar -> Pictures (Shift 16)
00422. Sezear -> Size (Shift 16)
00423. Artosar -> Art (Shift 16)
00424. Persanalaar -> Personal (Shift 16)
00425. Sencear -> Since (Shift 16)
00426. Encludengaar -> Including (Shift 16)
00427. Guedear -> Guide (Shift 16)
00428. Derectaryaar -> Directory (Shift 16)
00429. Baardaar -> Board (Shift 16)
00430. Lacateanar -> Location (Shift 16)
00431. Changeosar -> Change (Shift 16)
00432. Whetear -> White (Shift 16)
00433. Textosar -> Text (Shift 16)
00434. Smallosar -> Small (Shift 16)
00435. Ratengaar -> Rating (Shift 16)
00436. Rateosar -> Rate (Shift 16)
00437. Gavernmentaar -> Government (Shift 16)
00438. Cheldrenar -> Children (Shift 16)
00439. Durengaar -> During (Shift 16)
00440. Usaosar -> Usa (Shift 16)
00441. Returnosar -> Return (Shift 16)
00442. Studentsosar -> Students (Shift 16)
00443. Shappengaar -> Shopping (Shift 16)
00444. Accauntaar -> Account (Shift 16)
00445. Temesar -> Times (Shift 16)
00446. Setesar -> Sites (Shift 16)
00447. Levelosar -> Level (Shift 16)
00448. Degetalaar -> Digital (Shift 16)
00449. Prafelear -> Profile (Shift 16)
00450. Preveausar -> Previous (Shift 16)
00451. Eventsosar -> Events (Shift 16)
00452. Lavear -> Love (Shift 16)
00453. Aldaar -> Old (Shift 16)
00454. Jahnar -> John (Shift 16)
00455. Callosar -> Call (Shift 16)
00456. Haursar -> Hours (Shift 16)
00457. Emagear -> Image (Shift 16)
00458. Departmentosar -> Department (Shift 16)
00459. Tetlear -> Title (Shift 16)
00460. Descrepteanar -> Description (Shift 16)
00461. Nanar -> Non (Shift 16)
00462. Ensurancear -> Insurance (Shift 16)
00463. Anatheraar -> Another (Shift 16)
00464. Whyosar -> Why (Shift 16)
00465. Shallosar -> Shall (Shift 16)
00466. Prapertyaar -> Property (Shift 16)
00467. Classosar -> Class (Shift 16)
00468. Stellaar -> Still (Shift 16)
00469. Maneyaar -> Money (Shift 16)
00470. Qualetyaar -> Quality (Shift 16)
00471. Everyosar -> Every (Shift 16)
00472. Lestengaar -> Listing (Shift 16)
00473. Cantentaar -> Content (Shift 16)
00474. Cauntryaar -> Country (Shift 16)
00475. Prevatear -> Private (Shift 16)
00476. Lettlear -> Little (Shift 16)
00477. Vesetaar -> Visit (Shift 16)
00478. Saveosar -> Save (Shift 16)
00479. Taalsar -> Tools (Shift 16)
00480. Replyosar -> Reply (Shift 16)
00481. Custameraar -> Customer (Shift 16)
00482. Decemberosar -> December (Shift 16)
00483. Camparear -> Compare (Shift 16)
00484. Maveesar -> Movies (Shift 16)
00485. Encludear -> Include (Shift 16)
00486. Callegear -> College (Shift 16)
00487. Valueosar -> Value (Shift 16)
00488. Arteclear -> Article (Shift 16)
00489. Yarkaar -> York (Shift 16)
00490. Manosar -> Man (Shift 16)
00491. Cardosar -> Card (Shift 16)
00492. Jabsar -> Jobs (Shift 16)
00493. Pravedear -> Provide (Shift 16)
00494. Faadaar -> Food (Shift 16)
00495. Saurcear -> Source (Shift 16)
00496. Autharaar -> Author (Shift 16)
00497. Defferentaar -> Different (Shift 16)
00498. Pressosar -> Press (Shift 16)
00499. Learnosar -> Learn (Shift 16)
00500. Saleosar -> Sale (Shift 16)
00501. Araundaar -> Around (Shift 16)
00502. Prentaar -> Print (Shift 16)
00503. Caursear -> Course (Shift 16)
00504. Jabaar -> Job (Shift 16)
00505. Canadaosar -> Canada (Shift 16)
00506. Pracessar -> Process (Shift 16)
00507. Teenosar -> Teen (Shift 16)
00508. Raamaar -> Room (Shift 16)
00509. Traenengaar -> Training (Shift 16)
00510. Taaar -> Too (Shift 16)
00511. Credetaar -> Credit (Shift 16)
00512. Paentaar -> Point (Shift 16)
00513. Jaenar -> Join (Shift 16)
00514. Sceencear -> Science (Shift 16)
00515. Menosar -> Men (Shift 16)
00516. Categareesar -> Categories (Shift 16)
00517. Advancedosar -> Advanced (Shift 16)
00518. Westosar -> West (Shift 16)
00519. Salesosar -> Sales (Shift 16)
00520. Laakaar -> Look (Shift 16)
00521. Engleshaar -> English (Shift 16)
00522. Leftosar -> Left (Shift 16)
00523. Teamosar -> Team (Shift 16)
00524. Estateosar -> Estate (Shift 16)
00525. Baxaar -> Box (Shift 16)
00526. Candeteansar -> Conditions (Shift 16)
00527. Selectosar -> Select (Shift 16)
00528. Wendawsar -> Windows (Shift 16)
00529. Phatasar -> Photos (Shift 16)
00530. Gayosar -> Gay (Shift 16)
00531. Threadosar -> Thread (Shift 16)
00532. Weekosar -> Week (Shift 16)
00533. Categaryaar -> Category (Shift 16)
00534. Natear -> Note (Shift 16)
00535. Levear -> Live (Shift 16)
00536. Largeosar -> Large (Shift 16)
00537. Galleryosar -> Gallery (Shift 16)
00538. Tableosar -> Table (Shift 16)
00539. Regesteraar -> Register (Shift 16)
00540. Haweveraar -> However (Shift 16)
00541. Juneosar -> June (Shift 16)
00542. Actaberaar -> October (Shift 16)
00543. Navemberaar -> November (Shift 16)
00544. Marketosar -> Market (Shift 16)
00545. Lebraryaar -> Library (Shift 16)
00546. Reallyosar -> Really (Shift 16)
00547. Acteanar -> Action (Shift 16)
00548. Startosar -> Start (Shift 16)
00549. Sereesar -> Series (Shift 16)
00550. Madelaar -> Model (Shift 16)
00551. Featuresosar -> Features (Shift 16)
00552. Aeraar -> Air (Shift 16)
00553. Endustryaar -> Industry (Shift 16)
00554. Planosar -> Plan (Shift 16)
00555. Humanosar -> Human (Shift 16)
00556. Pravededaar -> Provided (Shift 16)
00557. Yesosar -> Yes (Shift 16)
00558. Requeredaar -> Required (Shift 16)
00559. Secandaar -> Second (Shift 16)
00560. Accessareesar -> Accessories (Shift 16)
00561. Maveear -> Movie (Shift 16)
00562. Farumsar -> Forums (Shift 16)
00563. Marchosar -> March (Shift 16)
00564. Septemberosar -> September (Shift 16)
00565. Betterosar -> Better (Shift 16)
00566. Sayosar -> Say (Shift 16)
00567. Questeansar -> Questions (Shift 16)
00568. Julyosar -> July (Shift 16)
00569. Yahaaar -> Yahoo (Shift 16)
00570. Gaengaar -> Going (Shift 16)
00571. Medecalaar -> Medical (Shift 16)
00572. Testosar -> Test (Shift 16)
00573. Freendaar -> Friend (Shift 16)
00574. Camear -> Come (Shift 16)
00575. Decosar -> Dec (Shift 16)
00576. Serverosar -> Server (Shift 16)
00577. Studyosar -> Study (Shift 16)
00578. Applecateanar -> Application (Shift 16)
00579. Cartosar -> Cart (Shift 16)
00580. Staffosar -> Staff (Shift 16)
00581. Arteclesar -> Articles (Shift 16)
00582. Sanosar -> San (Shift 16)
00583. Feedbackosar -> Feedback (Shift 16)
00584. Agaenar -> Again (Shift 16)
00585. Playosar -> Play (Shift 16)
00586. Laakengaar -> Looking (Shift 16)
00587. Essuesar -> Issues (Shift 16)
00588. Aprelaar -> April (Shift 16)
00589. Neverosar -> Never (Shift 16)
00590. Usersosar -> Users (Shift 16)
00591. Campletear -> Complete (Shift 16)
00592. Streetosar -> Street (Shift 16)
00593. Tapecaar -> Topic (Shift 16)
00594. Cammentaar -> Comment (Shift 16)
00595. Fenancealaar -> Financial (Shift 16)
00596. Thengsar -> Things (Shift 16)
00597. Warkengaar -> Working (Shift 16)
00598. Agaenstaar -> Against (Shift 16)
00599. Standardosar -> Standard (Shift 16)
00600. Taxosar -> Tax (Shift 16)
00601. Persanar -> Person (Shift 16)
00602. Belawaar -> Below (Shift 16)
00603. Mabelear -> Mobile (Shift 16)
00604. Lessosar -> Less (Shift 16)
00605. Blagaar -> Blog (Shift 16)
00606. Partyosar -> Party (Shift 16)
00607. Paymentosar -> Payment (Shift 16)
00608. Equepmentaar -> Equipment (Shift 16)
00609. Lagenar -> Login (Shift 16)
00610. Studentosar -> Student (Shift 16)
00611. Letosar -> Let (Shift 16)
00612. Pragramsar -> Programs (Shift 16)
00613. Affersar -> Offers (Shift 16)
00614. Legalosar -> Legal (Shift 16)
00615. Abavear -> Above (Shift 16)
00616. Recentosar -> Recent (Shift 16)
00617. Parkosar -> Park (Shift 16)
00618. Staresar -> Stores (Shift 16)
00619. Sedear -> Side (Shift 16)
00620. Actosar -> Act (Shift 16)
00621. Prablemaar -> Problem (Shift 16)
00622. Redosar -> Red (Shift 16)
00623. Gevear -> Give (Shift 16)
00624. Memaryaar -> Memory (Shift 16)
00625. Perfarmancear -> Performance (Shift 16)
00626. Sacealaar -> Social (Shift 16)
00627. Augustosar -> August (Shift 16)
00628. Quatear -> Quote (Shift 16)
00629. Languageosar -> Language (Shift 16)
00630. Staryaar -> Story (Shift 16)
00631. Sellosar -> Sell (Shift 16)
00632. Apteansar -> Options (Shift 16)
00633. Expereencear -> Experience (Shift 16)
00634. Ratesosar -> Rates (Shift 16)
00635. Createosar -> Create (Shift 16)
00636. Keyosar -> Key (Shift 16)
00637. Badyaar -> Body (Shift 16)
00638. Yaungaar -> Young (Shift 16)
00639. Amerecaar -> America (Shift 16)
00640. Empartantaar -> Important (Shift 16)
00641. Feeldaar -> Field (Shift 16)
00642. Fewosar -> Few (Shift 16)
00643. Eastosar -> East (Shift 16)
00644. Paperosar -> Paper (Shift 16)
00645. Senglear -> Single (Shift 16)
00646. Ageosar -> Age (Shift 16)
00647. Acteveteesar -> Activities (Shift 16)
00648. Clubosar -> Club (Shift 16)
00649. Exampleosar -> Example (Shift 16)
00650. Gerlsar -> Girls (Shift 16)
00651. Addeteanalaar -> Additional (Shift 16)
00652. Passwardaar -> Password (Shift 16)
00653. Latestosar -> Latest (Shift 16)
00654. Samethengaar -> Something (Shift 16)
00655. Raadaar -> Road (Shift 16)
00656. Geftaar -> Gift (Shift 16)
00657. Questeanar -> Question (Shift 16)
00658. Changesosar -> Changes (Shift 16)
00659. Neghtaar -> Night (Shift 16)
00660. Hardosar -> Hard (Shift 16)
00661. Texasosar -> Texas (Shift 16)
00662. Payosar -> Pay (Shift 16)
00663. Fauraar -> Four (Shift 16)
00664. Pakeraar -> Poker (Shift 16)
00665. Statusosar -> Status (Shift 16)
00666. Brawsear -> Browse (Shift 16)
00667. Essuear -> Issue (Shift 16)
00668. Rangeosar -> Range (Shift 16)
